"","precinct","office","party_detailed","party_simplified","votes","county_name","county_fips","jurisdiction_name","candidate","year","stage","state","special","writein","date"
"410","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"411","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"412","Westridge","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",3,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"413","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"414","Westridge","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"415","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"416","Westridge","US PRESIDENT","REPUBLICAN","REPUBLICAN",451,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"417","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"418","Westridge","US PRESIDENT","DEMOCRAT","DEMOCRAT",127,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"419","Westridge","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"420","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"421","Westridge","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"422","Westridge","US PRESIDENT","WE THE PEOPLE","OTHER",4,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"423","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"424","Westridge","US PRESIDENT","OTHER","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"425","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"426","Westridge","US PRESIDENT","INDEPENDENT","OTHER",0,"PRAIRIE COUNTY",18699,"PRAIRIE COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"427","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"428","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"429","Downtown-A","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",4,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"430","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"431","Downtown-A","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",1,"CEDAR COUNTY",18339,"CEDAR COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"432","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"433","Downtown-A","US PRESIDENT","REPUBLICAN","REPUBLICAN",392,"CEDAR COUNTY",18339,"CEDAR COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"434","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"435","Downtown-A","US PRESIDENT","DEMOCRAT","DEMOCRAT",119,"CEDAR COUNTY",18339,"CEDAR COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"436","Downtown-A","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"437","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"438","Downtown-A","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"439","Downtown-A","US PRESIDENT","WE THE PEOPLE","OTHER",7,"CEDAR COUNTY",18339,"CEDAR COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"440","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"441","Downtown-A","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"442","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"443","Downtown-A","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"444","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"445","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"446","Downtown-B","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",3,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"447","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"448","Downtown-B","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"449","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"450","Downtown-B","US PRESIDENT","REPUBLICAN","REPUBLICAN",229,"CEDAR COUNTY",18339,"CEDAR COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"451","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"452","Downtown-B","US PRESIDENT","DEMOCRAT","DEMOCRAT",155,"CEDAR COUNTY",18339,"CEDAR COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"453","Downtown-B","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"454","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"455","Downtown-B","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"456","Downtown-B","US PRESIDENT","WE THE PEOPLE","OTHER",6,"CEDAR COUNTY",18339,"CEDAR COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"457","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"458","Downtown-B","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"459","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"460","Downtown-B","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"461","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"462","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"463","Downtown-C","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",6,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"464","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"465","Downtown-C","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",1,"CEDAR COUNTY",18339,"CEDAR COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"466","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"467","Downtown-C","US PRESIDENT","REPUBLICAN","REPUBLICAN",494,"CEDAR COUNTY",18339,"CEDAR COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"468","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"469","Downtown-C","US PRESIDENT","DEMOCRAT","DEMOCRAT",190,"CEDAR COUNTY",18339,"CEDAR COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"470","Downtown-C","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"471","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"472","Downtown-C","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"473","Downtown-C","US PRESIDENT","WE THE PEOPLE","OTHER",7,"CEDAR COUNTY",18339,"CEDAR COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"474","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"475","Downtown-C","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"476","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"477","Downtown-C","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"478","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"479","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"480","Riverside-North","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",5,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"481","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"482","Riverside-North","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"483","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"484","Riverside-North","US PRESIDENT","REPUBLICAN","REPUBLICAN",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"485","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"486","Riverside-North","US PRESIDENT","DEMOCRAT","DEMOCRAT",114,"CEDAR COUNTY",18339,"CEDAR COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"487","Riverside-North","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"488","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"489","Riverside-North","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"490","Riverside-North","US PRESIDENT","WE THE PEOPLE","OTHER",5,"CEDAR COUNTY",18339,"CEDAR COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"491","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"492","Riverside-North","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"493","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"494","Riverside-North","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"495","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"496","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"497","Central-East-1","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",10,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"498","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"499","Central-East-1","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",1,"CEDAR COUNTY",18339,"CEDAR COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"500","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"501","Central-East-1","US PRESIDENT","REPUBLICAN","REPUBLICAN",316,"CEDAR COUNTY",18339,"CEDAR COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"502","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"503","Central-East-1","US PRESIDENT","DEMOCRAT","DEMOCRAT",352,"CEDAR COUNTY",18339,"CEDAR COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"504","Central-East-1","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"505","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"506","Central-East-1","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"507","Central-East-1","US PRESIDENT","WE THE PEOPLE","OTHER",7,"CEDAR COUNTY",18339,"CEDAR COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"508","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"509","Central-East-1","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"510","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"511","Central-East-1","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"512","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"513","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"514","Central-East-2","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",7,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"515","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"516","Central-East-2","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"517","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"518","Central-East-2","US PRESIDENT","REPUBLICAN","REPUBLICAN",600,"CEDAR COUNTY",18339,"CEDAR COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"519","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"520","Central-East-2","US PRESIDENT","DEMOCRAT","DEMOCRAT",540,"CEDAR COUNTY",18339,"CEDAR COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"521","Central-East-2","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"522","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PAIJ BORING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"523","Central-East-2","US PRESIDENT","AMERICAN SOLIDARITY","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","PETER SONSKI",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"524","Central-East-2","US PRESIDENT","WE THE PEOPLE","OTHER",9,"CEDAR COUNTY",18339,"CEDAR COUNTY","ROBERT F KENNEDY",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"525","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SHONDRA IRVING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"526","Central-East-2","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","SUSAN MAUDE BUCHSER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"527","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","TOM HOEFLING",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"528","Central-East-2","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","WILLIAM CODY NALBACH",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"529","Central-East-3","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","ANDRÉ RAMON MCNEIL SR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"530","Central-East-3","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CAROL ASHER",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"531","Central-East-3","US PRESIDENT","LIBERTARIAN","LIBERTARIAN",8,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHASE OLIVER",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"532","Central-East-3","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CHERUNDA LYNN FOX",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"533","Central-East-3","US PRESIDENT","PARTY FOR SOCIALISM AND LIBERATION","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CLAUDIA DE LA CRUZ",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"534","Central-East-3","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","CORNEL WEST",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"535","Central-East-3","US PRESIDENT","REPUBLICAN","REPUBLICAN",598,"CEDAR COUNTY",18339,"CEDAR COUNTY","DONALD J TRUMP",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"536","Central-East-3","US PRESIDENT","INDEPENDENT","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","DOUG JENKINS",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
"537","Central-East-3","US PRESIDENT","DEMOCRAT","DEMOCRAT",395,"CEDAR COUNTY",18339,"CEDAR COUNTY","KAMALA D HARRIS",2024,"GEN","INDIANA",FALSE,FALSE,2024-11-05
"538","Central-East-3","US PRESIDENT","OTHER","OTHER",0,"CEDAR COUNTY",18339,"CEDAR COUNTY","NALA BAOZUN SCOTT JOHNSON JR",2024,"GEN","INDIANA",FALSE,TRUE,2024-11-05
